CUSTOMER_KEY_DistributionCustomerID,CALPHA_CustomerName,CLIMIT_CreditLimit,SALES_REP_ID_Primary,SALES_REP_ID_Secondary,SMNAME_SalesmanName
101297,"2K MACHINE WORKS INC               ",0,104,199,"DAVID POPHAM   "
100423,"365 MACHINE INC                    ",0,104,199,"DAVID POPHAM   "
101399,"3D DESIGN & MACHINING LLC          ",0,121,199,"CHRIS SITKA    "
101268,"3D MANUFACTURING INC               ",200000,101,109,"BEN HILTON     "
100863,"401KABLE LLC                       ",0,156,157,"DARIO CAMACHO  "
100778,"A E MACHINE WORKS INC              ",20000,104,157,"DAVID POPHAM   "
100145,"A R MACHINING INC                  ",0,199,199,"HOUSE ACCOUNT  "
101334,"A&A MANUFACTURING                  ",0,112,157,"SHAWN REYES    "
100258,"A&B VALVE AND PIPING SYSTEMS       ",0,199,199,"HOUSE ACCOUNT  "
101221,"A&G WELDING SPECIALTY LLC          ",25000,108,157,"LACEY CORTEZ   "
100806,"A&M THREADERS INC                  ",100000,104,157,"DAVID POPHAM   "
101362,"A1 BEARING AND CHAIN INC           ",0,112,157,"SHAWN REYES    "
100986,"A9 MANUFACTURING INC               ",150000,112,157,"SHAWN REYES    "
101053,"ABACO DRILLING TECHNOLOGIES        ",150000,104,110,"DAVID POPHAM   "
100610,"ABCD PRECISION INC                 ",0,156,157,"DARIO CAMACHO  "
100304,"ACADEMY PETROLEUM INDUSTRIES LTD   ",0,156,120,"DARIO CAMACHO  "
101301,"ACADIANA COATINGS & SUPPLY INC     ",0,101,199,"BEN HILTON     "
100233,"ACADIANA MANUFACTURING LLC         ",25000,104,109,"DAVID POPHAM   "
101185,"ACCENT MACHINE                     ",5000,119,199,"DARREL THORMER "
100111,"ACCU-TEST LABS LLP                 ",10000,101,199,"BEN HILTON     "
100831,"ACCURATE CNC LLC                   ",0,112,199,"SHAWN REYES    "
100122,"ACCURATE MACHINE SHOP              ",15000,156,199,"DARIO CAMACHO  "
100319,"ACCURATE MACHINING CONCEPTS        ",0,199,199,"HOUSE ACCOUNT  "
101266,"ACCURATE WELDMENT TESTING          ",0,101,199,"BEN HILTON     "
100956,"ACCUTURN MANUFACTURING INC         ",0,112,157,"SHAWN REYES    "
101261,"ACCUWELD INC                       ",0,112,157,"SHAWN REYES    "
100985,"ACE MACHINE FABRICATION & CONST    ",20000,108,109,"LACEY CORTEZ   "
101316,"ACM MACHINING INC                  ",0,112,199,"SHAWN REYES    "
100161,"ACME INDUSTRIES INC                ",0,199,199,"HOUSE ACCOUNT  "
100750,"ADVANTAGE SOLUTIONS INC            ",0,104,199,"DAVID POPHAM   "
100636,"AEROLIFT MACHINE LLC               ",400000,104,110,"DAVID POPHAM   "
100206,"AF GLOBAL CORPORATION              ",1000000,156,157,"DARIO CAMACHO  "
100621,"AGABET MACHINE LTD                 ",500000,156,120,"DARIO CAMACHO  "
101006,"AGL MACHINE WORKS                  ",250000,118,109,MICHAEL BROUSSA
100667,"AIT MACHINE LLC                    ",100000,108,109,"LACEY CORTEZ   "
100531,"AKRIVIS MACHINE INC                ",0,156,120,"DARIO CAMACHO  "
100969,"ALART TOOL & DIE INC               ",25000,112,110,"SHAWN REYES    "
100241,"ALBERTA PRECISION TOOL             ",50000,108,120,"LACEY CORTEZ   "
100745,"ALL AMERICAN INFLATABLES           ",0,104,199,"DAVID POPHAM   "
100358,"ALL-TEX PIPE & SUPPLY              ",0,199,199,"HOUSE ACCOUNT  "
100176,"ALLAMON TOOL COMPANY INC           ",100000,104,110,"DAVID POPHAM   "
101070,"ALLEN INDUSTRIES                   ",20000,104,157,"DAVID POPHAM   "
100296,"ALLENDALE MACHINE CO INC           ",0,199,199,"HOUSE ACCOUNT  "
100805,"ALLOY CNC INC                      ",0,101,110,"BEN HILTON     "
101289,"ALLOY MACHINE WORKS INC            ",0,101,199,"BEN HILTON     "
100643,"ALPA PRECISION LLP                 ",0,112,110,"SHAWN REYES    "
101012,"ALTA TUBE AND BAR INC              ",100000,156,120,"DARIO CAMACHO  "
101087,"AMCO MANUFACTURING LTD             ",60000,120,199,MURRAY KAMMERER
100578,"AMEGA WEST SERVICES LLC            ",0,103,199,"WAYNE STOCKEL  "
100910,"AMERICAN BLOCK                     ",0,112,157,"SHAWN REYES    "
100400,"AMERICAN CAP COMPANY LLC           ",0,101,157,"BEN HILTON     "
100170,"AMERICAN PIPING PRODUCTS           ",250000,108,199,"LACEY CORTEZ   "
100947,"AMERICAN STEEL PRODUCTS LLC        ",150000,112,199,"SHAWN REYES    "
101274,"AMJAD ATIEH                        ",0,101,199,"BEN HILTON     "
100536,"AMS RESOURCE INC                   ",0,104,199,"DAVID POPHAM   "
100136,"AMTEX MACHINE PRODUCTS INC         ",150000,121,157,"CHRIS SITKA    "
100954,"ANCHOR MACHINE                     ",0,101,199,"BEN HILTON     "
100282,"ANTELOPE OIL TOOL & MFG            ",100000,199,199,"HOUSE ACCOUNT  "
100261,"ANTELOPE OIL TOOL CANADA INC       ",0,199,199,"HOUSE ACCOUNT  "
101036,"ANTHONY MACHINE                    ",0,101,199,"BEN HILTON     "
100163,"ANVIL MACHINE LTD                  ",500000,112,120,"SHAWN REYES    "
100684,"APOLLO MACHINE & WELDING LTD       ",150000,108,120,"LACEY CORTEZ   "
100339,"APS PLASTICS LP                    ",0,199,199,"HOUSE ACCOUNT  "
100328,"AQUAMARINE SUBSEA HOUSTON INC      ",0,199,199,"HOUSE ACCOUNT  "
101322,"AR PREMIER MACHINE LLC             ",0,121,199,"CHRIS SITKA    "
100847,"ARCO TECH DRILLING SOLUTIONS       ",0,104,110,"DAVID POPHAM   "
100357,"ARENA OFFSHORE LP                  ",0,199,199,"HOUSE ACCOUNT  "
100262,"ARGUS MACHINE CO LTD               ",500000,108,120,"LACEY CORTEZ   "
100435,"ARMOR MACHINE & MANUFACTURING LTD  ",0,156,120,"DARIO CAMACHO  "
100768,"ARSEMENT MACHINE & SUPPLY          ",0,108,109,"LACEY CORTEZ   "
100503,"ASAP INDUSTRIES MANUFACTURING LLC  ",150000,156,109,"DARIO CAMACHO  "
101215,"ASTRO MACHINE & TOOL WORKS LLC     ",0,156,109,"DARIO CAMACHO  "
100546,"ATEK                               ",0,104,199,"DAVID POPHAM   "
100330,"AURORA MACHINE                     ",0,108,120,"LACEY CORTEZ   "
101086,"AUSTIN COUNTY MACHINE SHOP INC     ",150000,104,157,"DAVID POPHAM   "
100254,"AUSTIN DYNAMICS INC                ",0,199,199,"HOUSE ACCOUNT  "
101136,"AUTHORITY MACHINING LLC            ",0,156,157,"DARIO CAMACHO  "
100487,"AUTOMATED PRODUCTION LLC           ",50000,156,109,"DARIO CAMACHO  "
100379,"AUTOMATIC PRODUCTS CORPORATION     ",50000,112,110,"SHAWN REYES    "
100670,"AWC FRAC VALVES                    ",0,104,110,"DAVID POPHAM   "
100688,"AXIOM DRILL AND HONE INC           ",0,108,110,"LACEY CORTEZ   "
100519,"AXIS MACHINE WORKS                 ",0,108,109,"LACEY CORTEZ   "
100204,"AXIS METALS LLC                    ",0,199,199,"HOUSE ACCOUNT  "
100987,"AZURE INTERNATIONAL                ",0,101,199,"BEN HILTON     "
101415,B&J MACHINE WORKS OF SHREVEPORT LLC,20000,112,109,"SHAWN REYES    "
101014,"B&R PRODUCTIONS INC                ",20000,104,199,"DAVID POPHAM   "
100819,"B.O.P. PRODUCTS LLC                ",0,112,157,"SHAWN REYES    "
100907,"BAKER HUGHES                       ",1000000,121,110,"CHRIS SITKA    "
101379,"BAKER HUGHES EHO LTD               ",50000,121,199,"CHRIS SITKA    "
101350,"BAKER HUGHES SAUDI ARABIA CO       ",5000,121,199,"CHRIS SITKA    "
101366,"BAKER HUGHES SINGAPORE PTE         ",5000,121,199,"CHRIS SITKA    "
101419,"BAKER VALVE & MACHINE SERVICE INC  ",10000,108,109,"LACEY CORTEZ   "
100273,"BAR SOURCE INTERNATIONAL           ",0,199,199,"HOUSE ACCOUNT  "
100340,"BARRETT STEEL ENERGY PRODUCTS INC  ",0,199,199,"HOUSE ACCOUNT  "
100855,"BAUMAN MACHINE INC                 ",0,112,110,"SHAWN REYES    "
101220,"BEACON MACHINE SERVICES LLC        ",0,108,109,"LACEY CORTEZ   "
101231,"BEM MOLD                           ",0,108,199,"LACEY CORTEZ   "
100150,"BENCHMARK COMPLETIONS              ",0,199,199,"HOUSE ACCOUNT  "
100106,"BENOIT CONNECTORS                  ",500000,119,109,"DARREL THORMER "
100586,"BENS MACHINING INC                 ",0,120,199,MURRAY KAMMERER
100483,"BERGERON MACHINE SHOP INC          ",50000,108,109,"LACEY CORTEZ   "
100446,"BEST FLOW LINE EQUIPMENT LP        ",0,104,110,"DAVID POPHAM   "
101259,"BEST STAINLESS & ALLOYS LP         ",0,101,199,"BEN HILTON     "
101307,"BIW CONNECTOR SYSTEMS              ",25000,101,199,"BEN HILTON     "
100816,"BLACKHAWK SPECIALTY TOOLS          ",0,104,110,"DAVID POPHAM   "
101140,"BLACON MACHINE                     ",150000,156,157,"DARIO CAMACHO  "
101199,"BLUE COLLAR MACHINE SHOP           ",0,104,110,"DAVID POPHAM   "
100381,"BLUELINE MANUFACTURING LLC         ",750000,101,109,"BEN HILTON     "
100782,"BOREAL MACHINE INC                 ",0,156,120,"DARIO CAMACHO  "
101267,"BORUSAN MANNESMANN PIPE USA        ",0,104,199,"DAVID POPHAM   "
101144,"BRACE TOOL INC                     ",0,156,120,"DARIO CAMACHO  "
100860,"BRAVO MACHINING LLC                ",50000,104,157,"DAVID POPHAM   "
100644,"BREAUX MACHINE WORKS LP            ",50000,112,157,"SHAWN REYES    "
100216,"BRIDGES STEEL COMPANY LLC          ",0,121,199,"CHRIS SITKA    "
100465,"BRIO TECH PRESSURE CONTROLS INC    ",20000,156,120,"DARIO CAMACHO  "
101225,"BRISTOL MANUFACTURING LLC          ",0,108,157,"LACEY CORTEZ   "
100221,"BROWN OFFSHORE 1997 INC            ",0,199,199,"HOUSE ACCOUNT  "
100579,"BUKS TOOL COMPANY INC              ",0,101,199,"BEN HILTON     "
101226,"BULLDOG TOOL INC                   ",100000,121,157,"CHRIS SITKA    "
100201,"C D STEEL & SERVICE INC            ",0,199,199,"HOUSE ACCOUNT  "
100507,"C&C PRECISION MACHINE              ",0,156,199,"DARIO CAMACHO  "
101305,"C&F FABRICATORS & CONSTRUCTION CO  ",0,101,199,"BEN HILTON     "
101111,"C&H MACHINE LLC                    ",0,104,110,"DAVID POPHAM   "
100349,"C&M MACHINING                      ",0,104,110,"DAVID POPHAM   "
100260,"C.R. MACHINE INC                   ",0,199,199,"HOUSE ACCOUNT  "
100416,"C.T. GASKET & POLYMER CO           ",10000,156,157,"DARIO CAMACHO  "
100615,"CACTUS WELLHEAD LLC                ",100000,104,157,"DAVID POPHAM   "
100499,"CAJUN MFG LLC                      ",75000,108,109,"LACEY CORTEZ   "
100568,"CAJUN THREADS & MACHINE LLC        ",0,108,109,"LACEY CORTEZ   "
100360,"CAMEO FABRICATORS INC              ",0,156,199,"DARIO CAMACHO  "
100403,"CAMERON                            ",1000000,112,109,"SHAWN REYES    "
101371,"CAMERON DE MEXICO SA DE CV         ",20000,112,199,"SHAWN REYES    "
100718,"CAMPBELL GRINDING & MACHINE INC    ",0,101,110,"BEN HILTON     "
101222,"CANARY WELLHEAD MANUFACTURING INC  ",0,156,110,"DARIO CAMACHO  "
100214,"CARBON & ALLOY STEEL CORP          ",0,156,199,"DARIO CAMACHO  "
100322,"CARROLL MACHINE WORKS              ",0,199,199,"HOUSE ACCOUNT  "
100889,"CARTER TOOL COMPANY INC            ",0,156,157,"DARIO CAMACHO  "
100496,"CASTLE                             ",0,156,120,"DARIO CAMACHO  "
101368,"CDI ENERGY PRODUCTS PTE LTD        ",200000,121,199,"CHRIS SITKA    "
100713,"CENTERLINE MANUFACTURING           ",0,104,157,"DAVID POPHAM   "
100285,"CGP MANUFACTURING INC              ",0,156,157,"DARIO CAMACHO  "
101162,"CHAMP MACHINE & WELDING LTD        ",0,156,120,"DARIO CAMACHO  "
100164,"CHANCELLOR OIL TOOL INC            ",0,199,199,"HOUSE ACCOUNT  "
100119,"CHARLIES PRECISION MACHINE         ",0,199,199,"HOUSE ACCOUNT  "
101286,"CHENGDU PERFECT ROCK TECHNOLOGY CO ",0,101,199,"BEN HILTON     "
100868,"CHILI MACHINE & PARTS              ",0,101,199,"BEN HILTON     "
100780,"CINCINNATI THERMAL SPRAY INC       ",0,156,199,"DARIO CAMACHO  "
100557,"CITADEL CASING SOLUTIONS LLC       ",500000,104,110,"DAVID POPHAM   "
101148,"CLAY PRECISION LTD                 ",25000,101,199,"BEN HILTON     "
101408,"CLEARING SITE SPECIALISTS LLC      ",0,104,110,"DAVID POPHAM   "
100243,"CMC MACHINE WORKS LLC              ",0,199,199,"HOUSE ACCOUNT  "
100917,"CNC INDUSTRIES LTD                 ",0,156,120,"DARIO CAMACHO  "
100131,"CNC MANUFACTURING                  ",500000,121,110,"CHRIS SITKA    "
101246,"CNC PRIME INC                      ",0,121,157,"CHRIS SITKA    "
100508,"COASTAL MACHINE & SUPPLY           ",250000,108,109,"LACEY CORTEZ   "
101414,"COILED TUBING RENTAL TOOLS INC     ",20000,108,109,"LACEY CORTEZ   "
100121,"COJUN LLC - MAPLE OIL TOOLS        ",50000,101,157,"BEN HILTON     "
101384,"COLE CNC LLC                       ",10000,104,157,"DAVID POPHAM   "
101180,"COLUMBIA OILFIELD SUPPLY INC       ",0,156,109,"DARIO CAMACHO  "
100851,"COMMAND TUBULAR PRODUCTS LLC       ",5000,112,157,"SHAWN REYES    "
101164,"COMMANDER DOWNHOLE TECHNOLOGIES    ",0,108,157,"LACEY CORTEZ   "
100476,COMMIATO'S MACHINE & REPAIR SERVICE,0,101,199,"BEN HILTON     "
100277,"CONDOR MACHINERY                   ",0,108,120,"LACEY CORTEZ   "
100199,"CONROE MACHINE                     ",200000,156,110,"DARIO CAMACHO  "
100174,"CONSOLIDATED CASTING CORPORATION   ",0,199,199,"HOUSE ACCOUNT  "
100137,"CONSTANTIN PRECISION INSTRUMENTS   ",0,156,199,"DARIO CAMACHO  "
100190,"CONTINENTAL ALLOY & SERVICE        ",0,199,199,"HOUSE ACCOUNT  "
100242,"CONTINENTAL ALLOYS & SERVICES      ",0,199,199,"HOUSE ACCOUNT  "
101262,"CONTINENTAL ALLOYS & SERVICES PTE  ",0,101,199,"BEN HILTON     "
100352,"CONTROL FLOW INC                   ",0,199,157,"HOUSE ACCOUNT  "
100509,"CONTROL MANUFACTURING INC          ",0,120,199,MURRAY KAMMERER
101263,"COREP SERVICES INC                 ",0,121,199,"CHRIS SITKA    "
101211,"CORETRAX AMERICAS LTD              ",0,101,110,"BEN HILTON     "
100142,"CORROSION RESISTANT ALLOYS, L.P.   ",0,199,199,"HOUSE ACCOUNT  "
100402,"CORTEC FLUID CONTROL               ",250000,156,109,"DARIO CAMACHO  "
100236,"CROMDANE STEEL INC                 ",100000,121,199,"CHRIS SITKA    "
100228,"CROSSOVER INC                      ",150000,119,109,"DARREL THORMER "
101288,"CROW MFG - A WINDLASS CO           ",0,104,199,"DAVID POPHAM   "
101375,"CRUSADE SERVICES                   ",0,121,157,"CHRIS SITKA    "
100797,"CTK MANUFACTURING                  ",5000,101,157,"BEN HILTON     "
100160,"CUSTOM COMPONENTS & ASSEMBLIES INC ",150000,156,157,"DARIO CAMACHO  "
100279,"CUSTOM THREADING INC               ",25000,104,110,"DAVID POPHAM   "
100650,"CUTTING EDGE INDUSTRIES LTD        ",0,120,199,MURRAY KAMMERER
100820,"CUTTING SOURCE PRECISION           ",10000,112,157,"SHAWN REYES    "
100167,"CYBER MANUFACTURING LLC            ",0,104,157,"DAVID POPHAM   "
101091,"CYPRESS MACHINE SHOP INC           ",0,108,109,"LACEY CORTEZ   "
100307,"D & L OIL TOOLS                    ",100000,104,110,"DAVID POPHAM   "
100591,"D&J MACHINE WORKS                  ",200000,101,110,"BEN HILTON     "
101393,"D&J TECHNOLOGIES INC               ",50000,119,199,"DARREL THORMER "
100374,"D&S MACHINE WORKS INC              ",100000,101,157,"BEN HILTON     "
101186,"DAN-LOC GROUP                      ",0,101,157,"BEN HILTON     "
101292,"DARCO INDUSTRIAL SUPPLY LLC        ",0,119,199,"DARREL THORMER "
100480,"DARCO SERVICES LLC                 ",0,156,109,"DARIO CAMACHO  "
100146,"DAVIS LYNCH                        ",0,156,199,"DARIO CAMACHO  "
100679,"DBC MACHINE INC                    ",0,101,157,"BEN HILTON     "
101228,"DC PRECISION CO                    ",0,101,199,"BEN HILTON     "
100818,"DD PRECISION LLC                   ",10000,112,157,"SHAWN REYES    "
199998,"DEFAULT FREIGHT CLAIM CUSTOMER     ",0,199,199,"HOUSE ACCOUNT  "
199999,"DEFAULT QUOTE CUSTOMER             ",0,199,199,"HOUSE ACCOUNT  "
100369,"DEL TANK & FILTRATION SYSTEMS      ",0,199,199,"HOUSE ACCOUNT  "
101113,"DELTA SOLUTIONS TEXAS LLC          ",25000,104,199,"DAVID POPHAM   "
100534,"DEMARCO MACHINE                    ",10000,101,199,"BEN HILTON     "
101184,"DEVRIES INSTRUMENTS                ",0,112,157,"SHAWN REYES    "
100556,"DIGITAL MACHINING SYSTEMS          ",5000,108,109,"LACEY CORTEZ   "
100351,"DIMENSION MACHINE                  ",0,199,199,"HOUSE ACCOUNT  "
100497,"DIMENSION MACHINE INC              ",0,120,199,MURRAY KAMMERER
100562,"DIMENSIONAL MACHINE WORKS          ",0,112,110,"SHAWN REYES    "
101349,"DIVSA MACHINE WORKS                ",0,112,199,"SHAWN REYES    "
100138,"DIXIE IRON WORKS LTD               ",1000000,108,157,"LACEY CORTEZ   "
100467,"DM WELDING                         ",20000,101,157,"BEN HILTON     "
101081,"DMS MACHINE LLC                    ",0,112,157,"SHAWN REYES    "
100890,"DNS TOOL LLC                       ",0,101,199,"BEN HILTON     "
100978,"DNT MACHINE WORKS LLC              ",0,156,157,"DARIO CAMACHO  "
101287,"DON MASHBURN INC                   ",0,108,109,"LACEY CORTEZ   "
101067,"DON-NAN PUMP & SUPPLY CO INC       ",0,108,157,"LACEY CORTEZ   "
100498,"DOUBLE-E INC                       ",30000,108,110,"LACEY CORTEZ   "
100632,"DOWNHOLE & DESIGN INTERNATIONAL    ",20000,108,109,"LACEY CORTEZ   "
100930,"DOWNHOLE DRILLING DYNAMICS         ",0,108,110,"LACEY CORTEZ   "
100300,"DOWNHOLE PRODUCTS                  ",0,108,120,"LACEY CORTEZ   "
101077,"DOWNHOLE THREADING SERVICES        ",0,112,157,"SHAWN REYES    "
100323,"DRIL-QUIP INC                      ",0,156,110,"DARIO CAMACHO  "
100647,"DRILEX INTERNATIONAL LP            ",0,112,110,"SHAWN REYES    "
101110,"DRILFORMANCE LLC                   ",20000,112,110,"SHAWN REYES    "
101293,"DRILLING & PRODUCTION RESOURCES    ",50000,121,157,"CHRIS SITKA    "
101319,"DRILLING STRUCTURES INTERNATIONAL  ",0,121,199,"CHRIS SITKA    "
100331,"DS ANTHONY & SONS INC              ",0,199,199,"HOUSE ACCOUNT  "
101314,"DSCW LLC                           ",0,156,199,"DARIO CAMACHO  "
101227,"DUENNER SUPPLY LLC                 ",0,119,199,"DARREL THORMER "
100807,"DUNCAN MACHINE PRODUCTS INC        ",100000,101,110,"BEN HILTON     "
101269,"DYNAMIC PRECISION MFG LLC          ",0,101,157,"BEN HILTON     "
100862,"DYNAMIC PRODUCTS INC               ",5000,104,110,"DAVID POPHAM   "
101025,"DYNOMAX DRILLING TOOLS             ",0,156,120,"DARIO CAMACHO  "
100246,"E & C MACHINE INC                  ",0,104,199,"DAVID POPHAM   "
101423,"E&E MACHINE SHOP & SERVICES LLC    ",25000,112,109,"SHAWN REYES    "
